smiles,p_value_0,p_value_1,CYP2D6_inhibition
COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,0.402,0.188,0.0
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0.492,0.125,0.0
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,0.568,0.102,0.0
CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,0.0727,0.531,1.0
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,0.0429,0.643,1.0
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,0.0845,0.504,1.0
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,0.446,0.165,0.0
Nc1cc(Cl)c(N=C2NCCN2)c(Cl)c1,0.167,0.38,1.0
CN1CCN(C(c2ccccc2)c2ccccc2)CC1,0.0147,0.77,1.0
C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,0.454,0.152,0.0
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,0.0638,0.575,1.0
CN1CCN2c3ncccc3Cc3ccccc3C2C1,0.0332,0.678,1.0
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,0.192,0.361,1.0
COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,0.131,0.449,1.0
CN(C)CCOC(c1ccccc1)c1ccccc1,0.0186,0.747,1.0
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,0.0531,0.558,1.0
NC12CC3CC(CC(C3)C1)C2,0.36,0.206,0.5
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,0.18,0.356,1.0
O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],0.363,0.22,0.5
CNC[C@H](O)c1ccc(O)c(O)c1,0.794,0.0451,0.0
COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,0.36,0.207,0.5
Cc1cccc(Nc2ccccc2C(=O)O)c1C,0.623,0.089,0.0
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,0.13,0.401,1.0
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21.[Na+],0.982,0.00761,0.0
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,0.215,0.308,0.5
Nc1ccc(O)c(C(=O)O)c1,0.554,0.134,0.0
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,0.247,0.293,0.5
CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1,0.417,0.182,0.0
COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,0.202,0.328,0.5
COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,0.0813,0.545,1.0
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,0.00721,0.84,1.0
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,0.139,0.413,1.0
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,0.0738,0.509,1.0
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,0.0333,0.69,1.0
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],0.338,0.23,0.5
c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,0.0321,0.689,1.0
CCCC(C)C1(CC)C(=O)[N-]C(=S)NC1=O.[Na+],0.97,0.00891,0.0
CNC1(c2ccccc2Cl)CCCCC1=O,0.343,0.211,0.5
CC(COc1ccccc1)N(CCCl)Cc1ccccc1,0.102,0.468,1.0
C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,0.49,0.147,0.0
c1ccc2c(CC3=NCCN3)cccc2c1,0.271,0.271,0.5
Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,0.257,0.275,0.5
CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](S)CCN1C(=O)N(C)C(C)(C)C1=O)C(C)(C)C,0.884,0.0206,0.0
c1ccc(CC2=NCCN2)cc1,0.0402,0.638,1.0
Cc1cccc([C@H](C)c2c[nH]cn2)c1C,0.112,0.47,1.0
CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,0.0641,0.559,1.0
CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,0.829,0.0457,0.0
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,0.0978,0.481,1.0
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,0.741,0.0552,0.0
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,0.359,0.206,0.5
CC12CC3CC(C)(C1)CC(N)(C3)C2,0.24,0.305,0.5
CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,0.0529,0.589,1.0
CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,0.941,0.0128,0.0
COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,0.364,0.224,0.5
CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,0.0171,0.761,1.0
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,0.0404,0.668,1.0
Clc1ccccc1CN1CCc2sccc2C1,0.0236,0.738,1.0
CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,0.162,0.382,1.0
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,0.521,0.128,0.0
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,0.0946,0.507,1.0
Brc1c(NC2=NCCN2)ccc2nccnc12,0.361,0.219,0.5
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,0.695,0.074,0.0
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,0.174,0.352,1.0
Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,0.195,0.359,1.0
CCC1(c2ccccc2)C(=O)NCNC1=O,0.14,0.415,1.0
N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,0.269,0.273,0.5
CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,0.109,0.463,1.0
Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,0.305,0.237,0.5
NC[C@H]1CC[C@H](C(=O)O)CC1,0.583,0.121,0.0
Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,0.166,0.385,1.0
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0.0268,0.682,1.0
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,0.367,0.221,0.5
NCCc1c[nH]cn1,0.357,0.209,0.5
Cc1ccccc1C(OCCN(C)C)c1ccccc1,0.0199,0.718,1.0
NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,0.0872,0.496,1.0
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,0.0248,0.719,1.0
CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,0.0106,0.82,1.0
Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,0.0675,0.561,1.0
CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0.361,0.214,0.5
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,0.183,0.323,1.0
FC(F)(F)C(Cl)Br,0.111,0.44,1.0
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,0.394,0.205,0.5
O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,0.741,0.0566,0.0
C=CCOc1ccc(CC(=O)O)cc1Cl,0.707,0.0717,0.0
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,0.32,0.218,0.5
CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,0.47,0.146,0.0
CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,0.212,0.321,0.5
C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,0.638,0.0894,0.0
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,0.502,0.146,0.0
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,0.117,0.471,1.0
C/C1=C/C[C@@H](/C(C)=C/c2csc(C)n2)OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)CCC1,0.656,0.0814,0.0
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,0.189,0.376,1.0
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,0.177,0.355,1.0
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,0.229,0.29,0.5
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,0.202,0.333,0.5
CCCC(C)C1(CC)C(=O)N=C([O-])NC1=O.[Na+],0.943,0.0142,0.0
C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,0.2,0.356,0.5
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O,0.889,0.0192,0.0
C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,0.116,0.442,1.0
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,0.666,0.0826,0.0
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.[K+],0.942,0.0101,0.0
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,0.361,0.206,0.5
