chembl_id,pref_name,n_moa_rows,moa_actions,moa_text,moa_target_chembl_ids,n_assay_rows,n_unique_assays,n_unique_targets_assayed,has_moa,has_assay,n_unique_targets,target_chembl_ids,target_descriptions,target_uniprot_ids,n_unique_pathways,pathways,has_target_info,has_pathway_info
CHEMBL1096,AMLEXANOX,1.0,INHIBITOR,Phosphodiesterase 4 inhibitor,CHEMBL2093863,7.0,5.0,4.0,True,True,5.0,CHEMBL1293267; CHEMBL2093863; CHEMBL3529; CHEMBL3721302; CHEMBL5408,G-protein coupled receptor 35; Serine/threonine-protein kinase TBK1; Inhibitor of nuclear factor kappa-B kinase subunit epsilon; G protein-coupled receptor kinase 5,Q9HC97; Q9UHD2; Q14164; Q8VEB1,0.0,,True,False
CHEMBL1491,AMLODIPINE,1.0,,,,38.0,34.0,23.0,True,True,23.0,CHEMBL1075183; CHEMBL1833; CHEMBL1867; CHEMBL1899; CHEMBL1916; CHEMBL1940; CHEMBL1941; CHEMBL2069; CHEMBL210; CHEMBL216; CHEMBL217; CHEMBL222; CHEMBL223; CHEMBL229; CHEMBL232; CHEMBL2321615; CHEMBL234; CHEMBL236; CHEMBL2366456; CHEMBL237; CHEMBL238; CHEMBL3371; CHEMBL3762,Alpha-1A adrenergic receptor; Alpha-1B adrenergic receptor; Alpha-1D adrenergic receptor; Voltage-dependent L-type calcium channel subunit alpha-1C; Alpha-2A adrenergic receptor; Alpha-2C adrenergic receptor; Sodium-dependent dopamine transporter; 5-hydroxytryptamine receptor 6; Potassium channel subfamily K member 2; Histamine H2 receptor; Beta-2 adrenergic receptor; Kappa-type opioid receptor; D(2) dopamine receptor; Sodium-dependent noradrenaline transporter; 5-hydroxytryptamine receptor 3A; Delta-type opioid receptor; 5-hydroxytryptamine receptor 2B; D(3) dopamine receptor; Muscarinic acetylcholine receptor M1; Thromboxane A2 receptor,P35348; P35368; P25100; P22002; P08913; P18825; Q01959; P50406; O95069; O35505; Q13936; Q8HY88; P25021; P07550; P41145; P14416; P23975; P46098; P41143; P41595; P35462; P11229; P21731,0.0,,True,False
CHEMBL172988,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL682,AMODIAQUINE,1.0,,,,9.0,9.0,8.0,True,True,8.0,CHEMBL1833; CHEMBL1916; CHEMBL217; CHEMBL222; CHEMBL230; CHEMBL240; CHEMBL2487; CHEMBL264,Amyloid-beta precursor protein; Voltage-gated inwardly rectifying potassium channel KCNH2; D(2) dopamine receptor; Sodium-dependent noradrenaline transporter; Alpha-2C adrenergic receptor; Prostaglandin G/H synthase 2; Histamine H3 receptor; 5-hydroxytryptamine receptor 2B,P05067; Q12809; P14416; P23975; P18825; P35354; Q9Y5N1; P41595,1.0,map00590  Arachidonic acid metabolism;map01100  Metabolic pathways,True,True
CHEMBL428676,AMONAFIDE,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL489411,AMOROLFINE,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL1082,AMOXICILLIN,1.0,INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL2354204,2.0,2.0,2.0,True,True,3.0,CHEMBL2003; CHEMBL2354204; CHEMBL4093,Oxysterols receptor LXR-beta; Retinoic acid receptor gamma,P55055; P13631,0.0,,True,False
CHEMBL1079935,AMPEROZIDE,1.0,,,,2.0,2.0,1.0,True,True,1.0,CHEMBL2243,Fatty-acid amide hydrolase 1,O00519,0.0,,True,False
CHEMBL267345,AMPHOTERICIN B,1.0,SEQUESTERING AGENT,Ergosterol sequestering agent,CHEMBL2364028,2.0,2.0,2.0,True,True,3.0,CHEMBL230; CHEMBL2364028; CHEMBL4042,Prostaglandin G/H synthase 2; Prostaglandin G/H synthase 1,P35354; Q63921,1.0,map00590  Arachidonic acid metabolism;map01100  Metabolic pathways,True,True
CHEMBL174,AMPICILLIN,1.0,INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL2354204,1.0,0.0,0.0,True,True,1.0,CHEMBL2354204,,,0.0,,True,False
CHEMBL1566249,AMPIROXICAM,1.0,,,,1.0,1.0,1.0,True,True,1.0,CHEMBL1833,5-hydroxytryptamine receptor 2B,P41595,0.0,,True,False
CHEMBL116,AMPRENAVIR,1.0,INHIBITOR,Human immunodeficiency virus type 1 protease inhibitor,CHEMBL243,53.0,53.0,5.0,True,True,5.0,CHEMBL1835; CHEMBL2203; CHEMBL2366517; CHEMBL243; CHEMBL340,Human immunodeficiency virus type 1 protease; Protease; Cytochrome P450 3A4; Thromboxane-A synthase; Motilin receptor,Q72874; Q9YQ12; P08684; P24557; O43193,2.0,map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments; map00590  Arachidonic acid metabolism;map01100  Metabolic pathways,True,True
CHEMBL97350,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL1165011,AMPYRONE,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL12856,INAMRINONE,1.0,,,,3.0,3.0,3.0,True,True,3.0,CHEMBL1942; CHEMBL340; CHEMBL3622,Cytochrome P450 3A4; Cytochrome P450 2C19; Alpha-2B adrenergic receptor,P08684; P33261; P18089,2.0,map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments; map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments;map00902  Monoterpenoid biosynthesis;map00903  Limonene degradation,True,True
CHEMBL1186894,AMRUBICIN,1.0,INHIBITOR,DNA topoisomerase II alpha inhibitor,CHEMBL1806,2.0,2.0,1.0,True,True,2.0,CHEMBL1806; CHEMBL221,DNA topoisomerase 2-alpha; Prostaglandin G/H synthase 1,P11388; P23219,1.0,map00590  Arachidonic acid metabolism;map01100  Metabolic pathways,True,True
CHEMBL43,AMSACRINE,1.0,INHIBITOR,DNA topoisomerase II inhibitor,CHEMBL2094255,20.0,20.0,18.0,True,True,19.0,CHEMBL1806; CHEMBL1899; CHEMBL1916; CHEMBL1942; CHEMBL2094255; CHEMBL216; CHEMBL217; CHEMBL230; CHEMBL231; CHEMBL237; CHEMBL240; CHEMBL245; CHEMBL288; CHEMBL3157; CHEMBL3356; CHEMBL3396; CHEMBL4777; CHEMBL5685; CHEMBL6136,"Voltage-gated inwardly rectifying potassium channel KCNH2; Solute carrier family 22 member 1; DNA topoisomerase 2-alpha; Cytochrome P450 1A2; DNA topoisomerase 2-beta; Kappa-type opioid receptor; Muscarinic acetylcholine receptor M1; Muscarinic acetylcholine receptor M3; D(2) dopamine receptor; Alpha-2B adrenergic receptor; Alpha-2C adrenergic receptor; 5-hydroxytryptamine receptor 3A; Prostaglandin G/H synthase 2; B2 bradykinin receptor; 3',5'-cyclic-AMP phosphodiesterase 4D; Neuropeptide Y receptor type 1; Histamine H1 receptor; Lysine-specific histone demethylase 1A",Q12809; O15245; P11388; P05177; Q02880; P41145; P11229; P20309; P14416; P18089; P18825; P46098; P35354; P30411; Q08499; P25929; P35367; O60341,3.0,map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments; map00590  Arachidonic acid metabolism;map01100  Metabolic pathways; map00230  Purine metabolism;map01100  Metabolic pathways,True,True
CHEMBL293762,AMTHAMINE,1.0,,,,5.0,5.0,3.0,True,True,3.0,CHEMBL1941; CHEMBL2882; CHEMBL3759,Histamine H4 receptor; Histamine H2 receptor,Q9H3N8; P25021; P47747,0.0,,True,False
CHEMBL2103851,AMUVATINIB,4.0,INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor; Stem cell growth factor receptor inhibitor; Hepatocyte growth factor receptor inhibitor; Platelet-derived growth factor receptor alpha inhibitor,CHEMBL1974; CHEMBL1936; CHEMBL3717; CHEMBL2007,4.0,4.0,2.0,True,True,4.0,CHEMBL1936; CHEMBL1974; CHEMBL2007; CHEMBL3717,Receptor-type tyrosine-protein kinase FLT3; Mast/stem cell growth factor receptor Kit; Hepatocyte growth factor receptor; Platelet-derived growth factor receptor alpha,P36888; P10721; P08581; P16234,0.0,,True,False
CHEMBL461727,AMYGDALIN,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL1740065,AMYLOCAINE,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL1800807,ANACETRAPIB,1.0,INHIBITOR,Cholesteryl ester transfer protein inhibitor,CHEMBL3572,12.0,12.0,1.0,True,True,1.0,CHEMBL3572,Cholesteryl ester transfer protein,P11597,0.0,,True,False
CHEMBL1929396,ANAGLIPTIN,1.0,INHIBITOR,Dipeptidyl peptidase IV inhibitor,CHEMBL284,1.0,1.0,1.0,True,True,1.0,CHEMBL284,Dipeptidyl peptidase 4,P27487,0.0,,True,False
CHEMBL760,ANAGRELIDE,1.0,,,,2.0,2.0,2.0,True,True,2.0,CHEMBL2001; CHEMBL241,"P2Y purinoceptor 12; cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A",Q9H244; Q14432,1.0,map00230  Purine metabolism;map01100  Metabolic pathways,True,True
CHEMBL2110579,ANAMORELIN,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL1399,ANASTROZOLE,1.0,INHIBITOR,Cytochrome P450 19A1 inhibitor,CHEMBL1978,12.0,12.0,1.0,True,True,1.0,CHEMBL1978,Aromatase,P11511,1.0,map00140  Steroid hormone biosynthesis;map01100  Metabolic pathways,True,True
CHEMBL125236,,1.0,,,,3.0,3.0,2.0,True,True,2.0,CHEMBL1871; CHEMBL3072,Androgen receptor,P10275; P15207,0.0,,True,False
CHEMBL186141,ANDROGRAPHOLIDE,1.0,,,,3.0,3.0,2.0,True,True,2.0,CHEMBL2047; CHEMBL2083,"Bile acid receptor; Fatty acid-binding protein, adipocyte",Q96RI1; P15090,0.0,,True,False
CHEMBL1309552,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL178862,ANETHOLTRITHION,1.0,,,,12.0,12.0,12.0,True,True,12.0,CHEMBL1882; CHEMBL1889; CHEMBL1951; CHEMBL1997; CHEMBL222; CHEMBL226; CHEMBL227; CHEMBL238; CHEMBL256; CHEMBL298; CHEMBL4777; CHEMBL5834,"Triosephosphate isomerase, glycosomal; Sodium-dependent dopamine transporter; Neuronal acetylcholine receptor subunit alpha-4; Adenosine receptor A1; Adenosine receptor A3; Equilibrative nucleoside transporter 1; Sodium-dependent noradrenaline transporter; Amine oxidase [flavin-containing] A; Vasopressin V1a receptor; Gastrin/cholecystokinin type B receptor; Type-1 angiotensin II receptor; Neuropeptide Y receptor type 1",P52270; Q01959; P43681; P30542; P0DMS8; Q99808; P23975; P21397; P37288; P32239; P30556; P25929,2.0,"map00010  Glycolysis / Gluconeogenesis;map00051  Fructose and mannose metabolism;map00562  Inositol phosphate metabolism;map00710  Carbon fixation by Calvin cycle;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments; map00260  Glycine, serine and threonine metabolism;map00350  Tyrosine metabolism;map00360  Phenylalanine metabolism;map00410  beta-Alanine metabolism;map00950  Isoquinoline alkaloid biosynthesis;map00960  Tropane, piperidine and pyridine alkaloid biosynthesis;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map00330  Arginine and proline metabolism;map00340  Histidine metabolism;map00380  Tryptophan metabolism;map00982  Drug metabolism - cytochrome P450",True,True
CHEMBL264241,ANIDULAFUNGIN,1.0,INHIBITOR,"1,3-beta-glucan synthase inhibitor",CHEMBL2364673,1.0,0.0,0.0,True,True,1.0,CHEMBL2364673,,,0.0,,True,False
CHEMBL36994,ANIRACETAM,1.0,,,,2.0,2.0,2.0,True,True,2.0,CHEMBL3397; CHEMBL3622,Cytochrome P450 2C9; Cytochrome P450 2C19,P11712; P33261,1.0,map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments;map00902  Monoterpenoid biosynthesis;map00903  Limonene degradation,True,True
CHEMBL712,ANISINDIONE,1.0,INHIBITOR,Vitamin K-dependent gamma-carboxylase inhibitor,CHEMBL2012,1.0,1.0,1.0,True,True,2.0,CHEMBL2012; CHEMBL312,Polyunsaturated fatty acid 5-lipoxygenase,P12527,1.0,map00590  Arachidonic acid metabolism;map01100  Metabolic pathways,True,True
CHEMBL2165224,ANISODAMINE,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL423192,ANISOMYCIN,1.0,,,,8.0,8.0,5.0,True,True,5.0,CHEMBL1293251; CHEMBL2535; CHEMBL3431938; CHEMBL4697; CHEMBL5313,"Heat shock factor protein 1; ATP-dependent molecular chaperone HSP82; Hexose transporter 1; Glucose transporter; Solute carrier family 2, facilitated glucose transporter member 1",P38532; C4YTQ8; O97467; O61059; P11166,0.0,,True,False
CHEMBL1578,ANISOTROPINE METHYLBROMIDE,2.0,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist; Muscarinic acetylcholine receptor M1 antagonist,CHEMBL245; CHEMBL216,1.0,0.0,0.0,True,True,2.0,CHEMBL216; CHEMBL245,Muscarinic acetylcholine receptor M3; Muscarinic acetylcholine receptor M1,P20309; P11229,0.0,,True,False
CHEMBL4303201,CATEQUENTINIB,4.0,INHIBITOR,Vascular endothelial growth factor receptor 2 inhibitor; Vascular endothelial growth factor receptor 3 inhibitor; Stem cell growth factor receptor inhibitor; Platelet-derived growth factor receptor beta inhibitor,CHEMBL279; CHEMBL1955; CHEMBL1936; CHEMBL1913,2.0,2.0,2.0,True,True,4.0,CHEMBL1913; CHEMBL1936; CHEMBL1955; CHEMBL279,Vascular endothelial growth factor receptor 2; Vascular endothelial growth factor receptor 3; Mast/stem cell growth factor receptor Kit; Platelet-derived growth factor receptor beta,P35968; P35916; P10721; P09619,0.0,,True,False
CHEMBL1316374,ANPIRTOLINE,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL507305,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL4303227,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL296641,ANTALARMIN,1.0,,,,9.0,9.0,2.0,True,True,2.0,CHEMBL1800; CHEMBL4649,Corticotropin-releasing factor receptor 1,P35353; P34998,0.0,,True,False
CHEMBL1305,ANTAZOLINE,1.0,,,,14.0,14.0,9.0,True,True,9.0,CHEMBL1867; CHEMBL229; CHEMBL231; CHEMBL238; CHEMBL241; CHEMBL288; CHEMBL289; CHEMBL3878; CHEMBL3943,"Cytochrome P450 2D6; Histamine H1 receptor; Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha; Sodium-dependent dopamine transporter; Alpha-1A adrenergic receptor; Alpha-2A adrenergic receptor; 3',5'-cyclic-AMP phosphodiesterase 4D; cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A",P10635; P31389; P16499; Q01959; P35348; P08913; Q08499; Q14432; P35367,1.0,map00230  Purine metabolism;map01100  Metabolic pathways,True,True
CHEMBL46469,ANTHRALIN,1.0,,Unknown,,8.0,8.0,7.0,True,True,7.0,CHEMBL2079849; CHEMBL215; CHEMBL2163183; CHEMBL221; CHEMBL2366; CHEMBL254; CHEMBL279,"Polyunsaturated fatty acid 5-lipoxygenase; Serine protease hepsin; Trypsin; NAD-dependent protein deacylase sirtuin-5, mitochondrial; Vascular endothelial growth factor receptor 2; Prostaglandin G/H synthase 1; 3',5'-cyclic-AMP phosphodiesterase 4A",P09917; P05981; P00761; Q9NXA8; P35968; P23219; P27815,2.0,map00590  Arachidonic acid metabolism;map01100  Metabolic pathways; map00230  Purine metabolism;map01100  Metabolic pathways,True,True
CHEMBL55659,ANTHRAQUINONE,1.0,,,,1.0,1.0,1.0,True,True,1.0,CHEMBL4804,M-phase inducer phosphatase 2,P30305,0.0,,True,False
CHEMBL2219662,,,,,,,,,False,False,,,,,,,False,False
CHEMBL1650312,,,,,,,,,False,False,,,,,,,False,False
CHEMBL2393130,APABETALONE,1.0,INHIBITOR,Bromodomain and extra-terminal motif (BET) inhibitor,CHEMBL4296614,100.0,100.0,5.0,True,True,6.0,CHEMBL1163125; CHEMBL1293289; CHEMBL1795185; CHEMBL1795186; CHEMBL1865; CHEMBL4296614,Bromodomain-containing protein 4; Bromodomain-containing protein 2; Bromodomain-containing protein 3; Bromodomain testis-specific protein; Histone deacetylase 6,O60885; P25440; Q15059; Q58F21; Q9UBN7,0.0,,True,False
CHEMBL280164,APAFANT,1.0,,,,15.0,15.0,2.0,True,True,2.0,CHEMBL250; CHEMBL5136,Platelet-activating factor receptor,P21556; P25105,0.0,,True,False
CHEMBL3183409,APALUTAMIDE,1.0,ANTAGONIST,Androgen Receptor antagonist,CHEMBL1871,12.0,10.0,2.0,True,True,2.0,CHEMBL1871; CHEMBL3072,Androgen receptor,P10275; P15207,0.0,,True,False
CHEMBL3545414,RIVOCERANIB MESYLATE,1.0,INHIBITOR,Vascular endothelial growth factor receptor 2 inhibitor,CHEMBL279,1.0,1.0,1.0,True,True,1.0,CHEMBL279,Vascular endothelial growth factor receptor 2,P35968,0.0,,True,False
CHEMBL29711,APHIDICOLIN,1.0,,,,13.0,12.0,6.0,True,True,6.0,CHEMBL1828; CHEMBL1872; CHEMBL3414; CHEMBL4009; CHEMBL4859; CHEMBL5944,DNA polymerase catalytic subunit; DNA polymerase alpha catalytic subunit,P28857; P09884; P08546; P04293; P09252; P04292,0.0,,True,False
CHEMBL28,APIGENIN,1.0,,,,80.0,76.0,48.0,True,True,48.0,CHEMBL1075189; CHEMBL1250375; CHEMBL1741208; CHEMBL1865; CHEMBL1871; CHEMBL1907600; CHEMBL1929; CHEMBL1951; CHEMBL1974; CHEMBL1978; CHEMBL2039; CHEMBL206; CHEMBL2094127; CHEMBL220; CHEMBL230; CHEMBL242; CHEMBL2439; CHEMBL2508; CHEMBL2599; CHEMBL262; CHEMBL2622; CHEMBL284; CHEMBL3004; CHEMBL302; CHEMBL318; CHEMBL3181; CHEMBL3194; CHEMBL3356; CHEMBL340; CHEMBL3471; CHEMBL3622; CHEMBL3629; CHEMBL3649; CHEMBL3988629; CHEMBL4051; CHEMBL4090; CHEMBL4204; CHEMBL4302; CHEMBL4523488; CHEMBL4523582; CHEMBL4662; CHEMBL4814; CHEMBL4822; CHEMBL4878; CHEMBL5393; CHEMBL5983; CHEMBL6154; CHEMBL6164,"Adenosine receptor A1; Adenosine receptor A2a; Beta-glucuronidase; Estrogen receptor beta; Estrogen receptor; Cyclin-dependent kinase 5/CDK5 activator 1; Cyclin-dependent kinase 1/cyclin B; Cyclin-dependent kinase 6; Protein kinase Pfmrk; Aldo-keto reductase family 1 member B1; Aromatase; Prostaglandin G/H synthase 2; Xanthine dehydrogenase/oxidase; 17-beta-hydroxysteroid dehydrogenase type 1; Casein kinase II subunit alpha; Multidrug resistance-associated protein 1; Androgen receptor; Amine oxidase [flavin-containing] A; Cytochrome P450 1B1; NADPH oxidase 4; Broad substrate specificity ATP-binding cassette transporter ABCG2; Cytochrome P450 3A4; Cytochrome P450 1A2; Cytochrome P450 2C19; ATP-dependent translocase ABCB1; Tyrosine-protein kinase SYK; Glycogen synthase kinase-3 beta; Acetylcholinesterase; Receptor-type tyrosine-protein kinase FLT3; Poly [ADP-ribose] polymerase tankyrase-2; Poly [ADP-ribose] polymerase tankyrase-1; Human immunodeficiency virus type 1 integrase; Cystic fibrosis transmembrane conductance regulator; Transthyretin; Aldo-keto reductase family 1 member B10; Myeloperoxidase; Amine oxidase [flavin-containing] B; Dipeptidyl peptidase 4; NACHT, LRR and PYD domains-containing protein 3; Inositol hexakisphosphate kinase 2; Proteasome Macropain subunit MB1; Replicase polyprotein 1ab; MAP kinase-interacting serine/threonine-protein kinase 2; Histone deacetylase 6; Pyruvate kinase PKM; Beta-secretase 1; Casein kinase 2",P25099; P30543; P06760; Q92731; P03372; Q15078; O95067; Q00534; P90584; P07943; P11511; P35354; P47989; P14061; P68400; P33527; P10275; P21397; Q16678; Q9NPH5; Q9UNQ0; P08684; P05177; P33261; P08183; P43405; P49841; P22303; P36888; Q9H2K2; O95271; Q7ZJM1; P13569; P02766; O60218; P05164; P27338; P80457; P27487; Q96P20; Q9UHH9; P28074; P0DTD1; Q9HBH9; Q9UBN7; P14618; P56817; P19139,12.0,"map00040  Pentose and glucuronate interconversions;map00053  Ascorbate and aldarate metabolism;map00531  Glycosaminoglycan degradation;map00860  Porphyrin metabolism;map00944  Flavone and flavonol biosynthesis;map00983  Drug metabolism - other enzymes;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites; map00040  Pentose and glucuronate interconversions;map00051  Fructose and mannose metabolism;map00052  Galactose metabolism;map00561  Glycerolipid metabolism;map00790  Folate biosynthesis;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments; map00140  Steroid hormone biosynthesis;map01100  Metabolic pathways; map00590  Arachidonic acid metabolism;map01100  Metabolic pathways; map00230  Purine metabolism;map01100  Metabolic pathways;map01120  Microbial metabolism in diverse environments;map00232  Caffeine metabolism;map00983  Drug metabolism - other enzymes;map01110  Biosynthesis of secondary metabolites; map00140  Steroid hormone biosynthesis;map00984  Steroid degradation;map01100  Metabolic pathways;map01120  Microbial metabolism in diverse environments; map00260  Glycine, serine and threonine metabolism;map00350  Tyrosine metabolism;map00360  Phenylalanine metabolism;map00410  beta-Alanine metabolism;map00950  Isoquinoline alkaloid biosynthesis;map00960  Tropane, piperidine and pyridine alkaloid biosynthesis;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map00330  Arginine and proline metabolism;map00340  Histidine metabolism;map00380  Tryptophan metabolism;map00982  Drug metabolism - cytochrome P450; map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  D",True,True
CHEMBL346919,APOCYNIN,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL375126,,1.0,,,,3.0,3.0,3.0,True,True,3.0,CHEMBL2265; CHEMBL289; CHEMBL340,Liver carboxylesterase 1; Cytochrome P450 3A4; Cytochrome P450 2D6,P23141; P08684; P10635,2.0,map00983  Drug metabolism - other enzymes;map00100  Steroid biosynthesis; map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments,True,True
CHEMBL647,APRACLONIDINE,1.0,,,,3.0,3.0,3.0,True,True,3.0,CHEMBL1867; CHEMBL1916; CHEMBL266,Alpha-2A adrenergic receptor; Alpha-2B adrenergic receptor; Alpha-2C adrenergic receptor,P08913; P19328; P18825,0.0,,True,False
CHEMBL1230961,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL514800,APREMILAST,1.0,INHIBITOR,Phosphodiesterase 4 inhibitor,CHEMBL2093863,13.0,13.0,3.0,True,True,4.0,CHEMBL1833; CHEMBL2093863; CHEMBL275; CHEMBL288,"3',5'-cyclic-AMP phosphodiesterase 4B; 3',5'-cyclic-AMP phosphodiesterase 4D; 5-hydroxytryptamine receptor 2B",Q07343; Q08499; P41595,1.0,map00230  Purine metabolism;map01100  Metabolic pathways,True,True
CHEMBL1471,APREPITANT,1.0,ANTAGONIST,Neurokinin 1 receptor antagonist,CHEMBL249,24.0,24.0,7.0,True,True,7.0,CHEMBL1293267; CHEMBL1764942; CHEMBL249; CHEMBL3259470; CHEMBL340; CHEMBL3714081; CHEMBL4429,Substance-P receptor; Neuromedin-K receptor; G-protein coupled receptor 183; G-protein coupled receptor 35; Psychosine receptor; Cytochrome P450 3A4,P25103; P29371; Q5DUB1; P32249; Q9HC97; Q8IYL9; P08684,1.0,map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments,True,True
CHEMBL210651,APRICITABINE,2.0,INHIBITOR,Human immunodeficiency virus type 1 reverse transcriptase inhibitor; Reverse transcriptase inhibitor,CHEMBL247; CHEMBL1681630,1.0,0.0,0.0,True,True,2.0,CHEMBL1681630; CHEMBL247,Human immunodeficiency virus type 1 reverse transcriptase,Q72547,0.0,,True,False
CHEMBL92484,APTIGANEL,1.0,,,,2.0,2.0,2.0,True,True,2.0,CHEMBL287; CHEMBL289,Sigma non-opioid intracellular receptor 1; Cytochrome P450 2D6,Q99720; P10635,0.0,,True,False
CHEMBL5179853,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL232202,ARBUTIN,1.0,INHIBITOR,Tyrosinase inhibitor,CHEMBL1973,1.0,0.0,0.0,True,True,1.0,CHEMBL1973,Tyrosinase,P14679,1.0,map00350  Tyrosine metabolism;map00950  Isoquinoline alkaloid biosynthesis;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites,True,True
