compound_name,Morphology score,Infection rate (%),Inhibition of cytopathicity (%),naive_composite,naive_rank
hemomex-s,0.173216188242213,103.5,0.8719999999999999,0.018600856897337963,1529.0
IRL-2500,0.027148200568683,95.0,2.292,0.018556493990338613,1530.0
doxylamine,0.111692240612679,96.0,-0.05599999999999996,0.01854900737615295,1531.0
IDRA-21,0.134560873639937,100.0,0.748,0.018487722135791862,1532.0
RS-23597-190,0.08326353493594,100.0,2.404,0.01846301268309003,1533.0
mepivacaine,0.170942242075139,97.5,-1.408,0.018426439059003874,1534.0
6-aminochrysene,0.144352709833787,101.0,0.8080000000000002,0.018407772125668614,1535.0
SNX-2112,0.19607898675168,102.5,-0.284,0.018402069449158676,1536.0
TRAMADOL HYDROCHLORIDE,0.169882314810211,103.5,0.9460000000000001,0.01836254605941623,1537.0
g-caryophyllene,0.054522586807849,95.0,1.378,0.01835645591360317,1538.0
ethimizol,0.114114266802387,96.5,0.028000000000000025,0.01832577794294843,1539.0
CK-636,0.142210521337292,103.0,1.614,0.01812926354978439,1540.0
CP-93129,0.005846645313691,90.0,0.974,0.018088603220305404,1541.0
LY303511,0.175349581667635,101.0,-0.242,0.018075323730206594,1542.0
V-51,0.122800113918425,102.0,1.842,0.018046119372139364,1543.0
madrasin,0.043888854874018,107.0,6.33,0.01800741368327574,1544.0
blonanserin,0.247657462840638,107.0,-0.26799999999999996,0.017965727319184072,1545.0
mephenesin,0.141126321129187,99.5,0.266,0.017955981664289317,1546.0
sclareol,0.141829170175147,95.5,-1.318,0.01789447297448299,1547.0
NS-309,0.117436217901918,93.5,-1.31,0.01786019556683886,1548.0
CV-1808,0.143734505407193,102.5,1.332,0.01785731222775903,1549.0
BAY-11-7082,0.172996094462833,112.5,4.266,0.01785255666022234,1550.0
sarpogrelate,0.197508934317614,100.0,-1.3820000000000001,0.01782897026021805,1551.0
desoxypeganine,0.169015007210238,94.5,-2.6,0.017793208826932177,1552.0
somantadine,0.178139758380006,96.0,-2.32,0.017743906516855274,1553.0
VU0364770,0.228249951192228,105.5,-0.254,0.017742914660599147,1554.0
etanidazole,0.067343928699944,94.5,0.6759999999999999,0.017700702452360068,1555.0
moclobemide,0.18180255453394,103.0,0.26800000000000007,0.017670529580707733,1556.0
ODM-201,0.201108499415892,105.5,0.6060000000000001,0.017615867764101067,1557.0
K-Ras(G12C)-inhibitor-12,-0.138278224398255,111.0,13.719999999999999,0.017614779924102947,1558.0
capreomycin,0.147539258505894,100.5,0.39399999999999996,0.0175852301971325,1559.0
micronomicin,0.069690156804536,96.0,1.162,0.017557840786089057,1560.0
PF-5274857,0.240705824696286,105.0,-0.8800000000000001,0.0175389323599003,1561.0
prolylleucylglycinamide,0.102813614624656,99.0,1.252,0.017537968577539826,1562.0
flufenamic-acid,0.155902013836213,99.5,-0.272,0.017533651961786356,1563.0
BW-723C86,0.058586911056518,90.0,-0.8140000000000001,0.017512703400192137,1564.0
NS-19504,0.129623436046323,102.5,1.722,0.01738915577897515,1565.0
etamsylate,0.085253443286892,94.5,0.04800000000000004,0.017358493659460666,1566.0
dexrazoxane,0.065872454931443,97.0,1.642,0.017335133749619997,1567.0
medroxyprogesterone-acetate,0.152756843232154,105.0,1.932,0.01730507937242069,1568.0
drotaverine,0.155799227929294,104.0,1.4440000000000002,0.01729490547719718,1569.0
methylergometrine,0.112370848471175,96.5,-0.074,0.017210717798334756,1570.0
azeliragon,0.128989774928915,93.0,-1.9760000000000002,0.01716914715790759,1571.0
lanoconazole,0.095601289296439,99.5,1.626,0.017162130221846206,1572.0
N-acetyltryptamine,0.038285270863968,94.5,1.536,0.017137044947640567,1573.0
GS-6201,0.163413190397806,103.0,0.786,0.017129118403387194,1574.0
sertaconazole,0.201456062941582,104.0,-0.06200000000000001,0.017091009121348755,1575.0
gestrinone,0.085328804446513,103.0,3.3,0.017043992617409038,1576.0
4-pyrimidinecarbonitrile,0.078253147460544,97.0,1.1960000000000002,0.017015015990225296,1577.0
ZD-7288,0.203307257705656,94.0,-4.014,0.017014976525173548,1578.0
RQ-00203078,0.114359296153784,102.0,1.964,0.01698268497208244,1579.0
nisin,0.114648764063862,103.0,2.338,0.01694913040167449,1580.0
trifluridine,0.175247355183135,101.0,-0.404,0.016911648074721453,1581.0
posaconazole,0.203563472459735,102.5,-0.74,0.01689653027209222,1582.0
baicalin,0.16491179607053,100.0,-0.45999999999999996,0.01689593247889154,1583.0
cefotetan,0.103735219482796,98.0,0.74,0.016875876200158697,1584.0
L-asparagine,0.140041422558146,94.0,-1.996,0.01681293927927167,1585.0
pipemidic-acid,0.135702506480827,101.5,1.0539999999999998,0.01680342874746114,1586.0
R112,0.182831406971907,100.5,-0.8600000000000001,0.016794903573599695,1587.0
daclatasvir,0.069338254139312,90.5,-1.072,0.016778830941317602,1588.0
carzenide,0.174134084267611,102.0,0.0,0.01676982825574506,1589.0
piperacillin,0.110218102121439,96.0,-0.26799999999999996,0.016720928557195796,1590.0
carbinoxamine,0.074977297004378,96.0,0.8720000000000001,0.01672044732040952,1591.0
riboflavin,0.207691646122423,101.5,-1.308,0.01657046789274441,1592.0
etilefrine,0.130547741816881,100.0,0.604,0.016560115845689765,1593.0
SKF-89976A,0.075683579034336,88.5,-2.09,0.01652216212122859,1594.0
ixazomib,-0.033676202175229,93.5,3.374,0.01641986067902231,1595.0
cinnarazine,0.021085177735746,102.0,4.89,0.01633862432449044,1596.0
CIM-0216,0.017996711724137,92.0,1.104,0.0163062224425559,1597.0
tetrahydrouridine,0.167395977222428,103.0,0.54,0.01630441796176067,1598.0
L-368899,0.049013312172511,95.0,1.258,0.01625707636385265,1599.0
CGP-55845,0.127256421979267,105.5,2.782,0.01611523387734141,1600.0
cetylpyridinium,0.093932960160217,86.0,-3.718,0.016048475773560795,1601.0
diiodothyropropionic-acid,0.20725506095578,92.0,-5.058,0.016029287095659168,1602.0
riluzole,0.187878123702993,105.0,0.6119999999999999,0.01601123500277783,1603.0
monastrol,0.053391249541345,93.0,0.304,0.016002895525076055,1604.0
TCS2002,-0.002422709604738,92.5,1.9140000000000001,0.0159919079372024,1605.0
perfluamine,0.159838305689297,92.5,-3.338,0.015972719915000783,1606.0
moguisteine,0.164878714396284,99.5,-0.7859999999999999,0.015959649287942357,1607.0
Testosterone (undecanoate),0.10664235521716,98.5,0.704,0.015918384810891768,1608.0
valrubicin,0.121625599100761,97.0,-0.364,0.01591075894805216,1609.0
pipenzolate,0.153368556700295,98.0,-1.004,0.01590216400813634,1610.0
nevirapine,0.172536170708956,104.0,0.7020000000000001,0.015883163259718353,1611.0
NU-7026,0.257616668404608,109.5,0.08399999999999999,0.015881059537887283,1612.0
chlorocresol,0.049817494799052,95.5,1.3619999999999999,0.015806200514770514,1613.0
SP-420,0.128491890965062,101.5,1.1400000000000001,0.015766730502549176,1614.0
lesinurad,0.085949664451601,95.0,-0.009999999999999964,0.01574263611273456,1615.0
4-iodo-L-phenylalanine,0.202039900729494,105.0,0.11200000000000002,0.015716596734888604,1616.0
MK-0893,0.163621705263909,106.0,1.7420000000000002,0.015709623139853024,1617.0
cilomilast,0.246203899509103,103.5,-1.9,0.01570911777532021,1618.0
edaravone,0.12681775074192,101.0,0.986,0.015667514646339937,1619.0
didox,0.098112240345348,96.0,-0.039999999999999945,0.0155690282089046,1620.0
8-bromo-cGMP,0.052093864768023,97.0,1.832,0.015534798224939564,1621.0
ganciclovir,0.108359473509148,97.0,0.0,0.015451997455292207,1622.0
magnolol,0.248557720989529,107.5,-0.49000000000000005,0.015241861384132749,1623.0
CHLORTETRACYCLINE HYDROCHLORIDE,0.129426841831606,102.0,1.226,0.015218924271366063,1624.0
BW-A4C,0.093734238448166,97.5,0.634,0.015218260902066646,1625.0
Lu-AA-47070,0.076195290351671,93.5,-0.36399999999999993,0.015127631334680647,1626.0
genipin,0.291113213779411,112.0,-0.14,0.015101875902516585,1627.0
KY02111,0.197292132109289,100.5,-1.572,0.015075976374589647,1628.0
T-62,0.067648322266045,96.5,1.0633333333333332,0.015032166204007491,1629.0
chlorotrianisene,0.084324166087206,95.5,0.12200000000000007,0.014935547696933801,1630.0
MDMS,0.095497191745432,93.5,-1.0219999999999998,0.01489133029664306,1631.0
satraplatin,0.001010082315887,104.5,6.292,0.014805613845371823,1632.0
acifran,0.118879852854777,101.5,1.314,0.014802623696596018,1633.0
cytochlor,0.156162457427788,102.5,0.49399999999999994,0.014788481865758577,1634.0
ciclopirox,0.097510827390549,96.5,0.06199999999999992,0.014783973257959474,1635.0
"6,7-dehydro-17-acetoxy-progesterone",0.109100052707542,105.5,3.176,0.014753988064961013,1636.0
TC-LPA5-4,0.089524771184109,102.5,2.6420000000000003,0.014733695757831863,1637.0
galantamine,0.113214708330323,102.0,1.67,0.014652418487038835,1638.0
A-33903,0.189208525161964,105.0,0.36400000000000005,0.014568420593072432,1639.0
meglitinide,0.130491131475497,102.0,1.088,0.014489849999024843,1640.0
TC-E-5002,0.095194404371618,102.5,2.4219999999999997,0.014476171889321968,1641.0
mesna,0.157233514323131,109.0,2.9219999999999997,0.014364684857353796,1642.0
ethacridine-lactate-monohydrate,0.088689210642963,95.5,-0.10200000000000001,0.014352768362178322,1643.0
benzoxiquine,0.115511141986761,97.0,-0.39,0.014335270402786851,1644.0
SR-33805,0.028751531415065,97.5,2.6079999999999997,0.01431549869518789,1645.0
arcyriaflavin-a,0.363438241077646,106.5,-4.728,0.014302853403542759,1646.0
TMN-355,0.143274864083758,102.0,0.646,0.014289675574762203,1647.0
CHIR-98014,-0.005127989077728,96.5,3.308,0.014259896935289432,1648.0
RITA,0.187766205569424,105.0,0.36400000000000005,0.014239957185927373,1649.0
quizartinib,0.176840571368483,97.5,-2.194,0.014236652581296841,1650.0
allylestrenol,0.041610701858374,92.5,0.23399999999999999,0.014193435806413116,1651.0
mesalazine,0.079932888471592,93.5,-0.624,0.014148540711622118,1652.0
flubendazole,0.12998276795233,98.0,-0.49799999999999994,0.0141384295852743,1653.0
BINA,0.126373751961602,108.0,3.492,0.014081648860337137,1654.0
NVP-TNKS656,0.165380407597425,102.0,-0.10400000000000001,0.014044223746816834,1655.0
metaxalone,0.133770660418313,97.0,-1.024,0.014030532083584032,1656.0
etoposide-phosphate,0.101131586688088,94.5,-0.9400000000000001,0.014019463260108167,1657.0
tenidap,0.035640082457279,91.0,-0.18199999999999986,0.014003668293007365,1658.0
sodium-picosulfate,0.154222364694513,101.0,-0.15399999999999991,0.01388343851994959,1659.0
tolazamide,0.103453429351951,100.0,1.1,0.013881434344541477,1660.0
lomeguatrib,0.190034450419209,103.5,-0.348,0.013842763577802971,1661.0
WIN-64338,0.122335757970434,92.0,-2.624,0.013824468666561987,1662.0
beta-Sitosterol,0.119196972703672,99.0,0.19400000000000003,0.013821228688848719,1663.0
MUT056399,0.09090628797101,95.5,-0.258,0.013759511006276112,1664.0
Y-27152,0.159133671247633,97.5,-1.6920000000000002,0.013738029172705465,1665.0
dexniguldipine,0.133744617419232,97.5,-0.8720000000000001,0.01372848158436483,1666.0
stobadine,0.074761285257143,98.0,1.228,0.0137128274474236,1667.0
omarigliptin,0.19789142298095,107.0,0.734,0.013685926550787006,1668.0
articaine,0.09261725214063,98.0,0.6439999999999999,0.013668161093885134,1669.0
SDZ-205-557,0.128074651669558,103.5,1.624,0.01361433763244361,1670.0
midecamycin,0.200189347295626,101.5,-1.504,0.01348221118153666,1671.0
IB-MECA,0.155565914974582,100.5,-0.45,0.013471843831329414,1672.0
CE3F4,0.09950966417128,94.5,-0.976,0.013396677199105755,1673.0
myricetin,0.195113547841717,109.5,1.752,0.01338890029556361,1674.0
dabrafenib,0.245216563693836,114.5,2.07,0.013376349501340775,1675.0
ethionamide,0.155191234213061,101.5,-0.06399999999999997,0.013371514586219472,1676.0
iocetamic-acid,0.059133896156809,97.0,1.292,0.013336726142817187,1677.0
ribostamycin-sulfate,0.198882923898006,104.75,-0.22200000000000006,0.01332952438075885,1678.0
DMAB-anabaseine,0.120829467649105,96.5,-0.9000000000000001,0.013322414081197498,1679.0
celiprolol,0.118496560649341,96.5,-0.826,0.013312056081517198,1680.0
SDZ-220-581,0.015465591332395,97.5,2.8899999999999997,0.01327498764797593,1681.0
TCS-3035,0.03924556539016,97.0,1.922,0.013242372640206113,1682.0
AZD6738,0.016376041860683,90.0,-0.05999999999999996,0.01320767203104741,1683.0
"3,4-DCPG-(+/-)",0.10451526538280802,98.16666666666667,0.25,0.013148800871171021,1684.0
OT-R-antagonist-1,0.117719503424715,98.5,-0.049999999999999954,0.01313324828257012,1685.0
atglistatin,0.109556263610361,98.0,0.018000000000000016,0.013119015912025652,1686.0
vercirnon,0.04881982338393,98.5,2.1759999999999997,0.013112411343170427,1687.0
TAME,0.119092669318959,96.0,-1.0739999999999998,0.013068139374188381,1688.0
formoterol,0.044388642496595,100.5,3.088,0.01305880883871439,1689.0
medorinone,0.145390231931558,96.5,-1.7380000000000002,0.01301662242046231,1690.0
5-carboxamidotryptamine,0.025912351604653,103.0,4.65,0.013016214893674882,1691.0
beclomethasone,0.100901858208447,89.5,-3.0200000000000005,0.01298623577795229,1692.0
BRL-15572,-0.006702805270768,96.5,3.178,0.012986127652354962,1693.0
NKY-80,0.016116670781892,99.0,3.4,0.012915032574212596,1694.0
TU-2100,0.16582664536999,100.0,-1.056,0.012908745101703515,1695.0
mizolastine,0.210946958301642,105.5,-0.382,0.012901403401093506,1696.0
8-M-PDOT,-0.047753839450482,93.5,3.3240000000000003,0.012861947759785849,1697.0
penciclovir,0.074306128835356,93.5,-0.6359999999999999,0.012782669537570346,1698.0
2-CMDO,0.217286511200143,106.0,-0.42800000000000005,0.012655191037768429,1699.0
sucralose,0.088789132146824,97.0,0.23399999999999999,0.012642427508066803,1700.0
tiapride,0.088796731046475,98.0,0.6060000000000001,0.01253060317800451,1701.0
ascomycin,0.06622486655591,100.0,2.1119999999999997,0.012527222479429279,1702.0
BU226,0.11857729419902,102.0,1.19,0.012494705767053324,1703.0
cleviprex,0.065618973372011,102.0,2.9,0.012471868066843342,1704.0
ML314,0.156996174711047,99.0,-1.222,0.012461444925562634,1705.0
clobenpropit,0.139670231885198,104.5,1.472,0.012452790002134876,1706.0
bentiromide,0.210690708414353,105.5,-0.45199999999999996,0.012350283492337725,1707.0
WDR5-0103,0.141870718773338,105.0,1.5779999999999998,0.012333977317120196,1708.0
vanitiolide,0.152391793267186,101.5,-0.12800000000000003,0.012283463648327442,1709.0
plerixafor,0.085331394967351,95.5,-0.288,0.012278740970087151,1710.0
lansoprazole,0.115071225627881,99.0,0.10800000000000005,0.012276265906126183,1711.0
sodium-nitrite,0.176360093541878,108.5,1.81,0.01225865470215252,1712.0
APcK-110,0.101825228225735,105.5,3.05,0.012210298129129474,1713.0
adoprazine,0.131409374772004,101.0,0.344,0.012193833329674756,1714.0
opicapone,0.124513245832915,101.5,0.75,0.012115266523662238,1715.0
Naringin (Naringoside),0.253715964155364,106.5,-1.49,0.012109325333263254,1716.0
luzindole,0.007300543892758,99.0,3.566,0.012075865000270728,1717.0
TH-588,0.120799575218518,97.0,-0.884,0.012062118015424598,1718.0
thioperamide,0.083006717278237,96.5,0.142,0.012044070567347798,1719.0
cyclopenthiazide,0.129175153216799,100.0,-0.0060000000000000496,0.011953451261804138,1720.0
suramin,0.130396439706541,101.0,0.33599999999999997,0.01190683902256203,1721.0
minaprine,0.145168952137102,103.0,0.634,0.011904307290007096,1722.0
GW-0742,0.142587692266413,99.5,-0.6479999999999999,0.01185470139836938,1723.0
PD-168077,0.161434759862334,102.5,-0.1,0.01180770822866839,1724.0
PRASTERONE,0.098631524025427,102.0,1.7280000000000002,0.011739639510535952,1725.0
fluocinonide,0.184407041252607,104.5,-0.07700000000000004,0.01173667614839946,1726.0
ketoprofen,0.173129650773979,102.0,-0.688,0.011697925410309415,1727.0
2-cyanopyrimidine,0.061343304095918,107.5,5.0600000000000005,0.011676106900932978,1728.0
PSB-1115,0.17886181928153,105.0,0.272,0.011564504889981952,1729.0
AMN-082,0.139862333491245,101.0,-0.021999999999999888,0.011542400139745501,1730.0
tubastatin-A,0.115131060512476,95.5,-1.3599999999999999,0.011518780991650232,1731.0
buparvaquone,0.04181568135031,94.0,0.42799999999999994,0.011507414307566077,1732.0
metoxibutropate,0.216982621988751,101.0,-2.5300000000000002,0.01145020622566865,1733.0
L-hydroxyproline,0.203476101682104,101.0,-2.0940000000000003,0.011443541355398046,1734.0
sorbinil,0.138962075209325,98.0,-1.174,0.011424625204639013,1735.0
RU-24969,0.190535324536111,103.5,-0.712,0.011394459248165659,1736.0
hexaminolevulinate,0.092371888911501,102.0,1.8599999999999999,0.011243326607605705,1737.0
PD-173212,0.173718036458834,107.5,1.362,0.01123552634385013,1738.0
oxybenzone,0.131132591755101,102.5,0.796,0.011214283896270475,1739.0
ABT-724,0.135615513556113,103.5,1.026,0.011122031368273574,1740.0
lomefloxacin,0.091737460051059,96.5,-0.27199999999999996,0.011118002989156883,1741.0
BMS-309403,0.074824716479066,96.5,0.2699999999999999,0.011081814130911508,1742.0
SB-612111,0.134184690808999,98.0,-1.0699999999999998,0.011068763965964604,1743.0
ampicillin,0.140744233671609,101.5,0.07599999999999998,0.011066986258581268,1744.0
aclidinium,0.136448214845915,100.5,-0.174,0.011061013167340983,1745.0
Q-203,0.071515641714464,96.0,0.18,0.011060796688463048,1746.0
cefditoren-pivoxil,0.149243321785204,99.5,-0.978,0.011047378673030997,1747.0
oxotremorine-sesquifumarate,0.061966616275021,100.5,2.232,0.011036096501025586,1748.0
erdafitinib,0.151273035559497,108.5,2.446,0.011022617618693017,1749.0
phenoxybenzamine,0.145943650428681,105.5,1.4540000000000002,0.011022501828592287,1750.0
nitrofurazone,0.186836510660136,105.0,-0.07799999999999999,0.010916786201576137,1751.0
VUF10166,0.162131137830035,102.5,-0.25200000000000006,0.010896295735113415,1752.0
nateglinide,0.02316060014081,94.5,1.128,0.010820555316668737,1753.0
Boceprevir,0.133130330251455,100.0,-0.296,0.010812726161657812,1754.0
maropitant,0.102743261368754,104.5,2.4299999999999997,0.010787128797208298,1755.0
carmoxirole,0.061847863954521,96.5,0.634,0.010688929589207233,1756.0
decoquinate,0.14655779832017,101.0,-0.36000000000000004,0.010687833400016333,1757.0
demeclocycline,0.03057324230883,96.0,1.45,0.010677007765721372,1758.0
vorapaxar,0.208519141164214,106.0,-0.438,0.010588178975587911,1759.0
loteprednol,0.231871191296236,104.5,-1.7760000000000002,0.010585745478585484,1760.0
lisinopril,0.095687455339108,100.0,0.8800000000000001,0.01056418270077586,1761.0
rofecoxib,0.070463412899342,96.5,0.33399999999999996,0.010539129026154689,1762.0
N-methylquipazine,0.138716137642128,100.5,-0.338,0.01042301917061413,1763.0
TRAM-34,0.096747545984779,100.5,1.008,0.010340532945970407,1764.0
SHA-68,0.068991089732732,97.0,0.5440000000000002,0.010316002855730274,1765.0
isoguvacine,0.066191567520014,99.5,1.592,0.010225231174609273,1766.0
BMS-470539,0.10605455744951,98.0,-0.27999999999999997,0.010223798476446241,1767.0
ledipasvir,0.191122794481017,99.5,-2.452,0.010208516485672225,1768.0
erastin,-0.050556016966627,86.0,0.11199999999999992,0.010104802072711952,1769.0
aurora-a-inhibitor-i,-0.071969992527194,86.0,0.8019999999999999,0.010085377929056135,1770.0
SB-271046,0.191509317167521,108.5,1.0100000000000002,0.010077047146975068,1771.0
GW-542573X,0.072831434360686,97.0,0.384,0.010064258716415772,1772.0
NS-5806,0.191797044531505,104.0,-0.7540000000000001,0.010020015943483562,1773.0
RS-67506,0.087222003556961,97.5,0.10200000000000001,0.00999020977078687,1774.0
pazufloxacin,0.202330703256117,103.0,-1.49,0.009970060090795449,1775.0
sitagliptin,0.047220033251976,98.0,1.584,0.009946836341218956,1776.0
creatinol-phosphate,0.076977888334112,95.5,-0.35,0.0099399263344749,1777.0
